时间,PB粉,焦炭,动力煤,生铁成本,市场价(不含税):废钢:6-8mm:张家港,价格:硅锰:FeMn65Si17:南方,钢坯成本,螺纹成本,热卷成本,螺纹钢,热卷,螺纹加工利润,热卷加工利润
2011/10/10,1215,2175,850,3325.036752,2760,8950,4131.336752,4251.336752,4451.336752,4640,4700,388.6632479,248.6632479
2011/10/11,1205,2175,850,3308.036752,2760,8950,4114.336752,4234.336752,4434.336752,4640,4700,405.6632479,265.6632479
2011/10/12,1195,2175,850,3291.036752,2760,8900,4096.836752,4216.836752,4416.836752,4620,4680,403.1632479,263.1632479
2011/10/13,1175,2175,850,3257.036752,2760,8800,4061.836752,4181.836752,4381.836752,4620,4680,438.1632479,298.1632479
2011/10/14,1165,2175,855,3240.464103,2760,8800,4045.264103,4165.264103,4365.264103,4600,4680,434.7358974,314.7358974
2011/10/17,1155,2175,855,3223.464103,2760,8700,4027.264103,4147.264103,4347.264103,4570,4600,422.7358974,252.7358974
2011/10/18,1145,2140,855,3191.506838,2760,8700,3995.306838,4115.306838,4315.306838,4550,4580,434.6931624,264.6931624
2011/10/19,1105,2140,855,3123.506838,2760,8600,3926.306838,4046.306838,4246.306838,4520,4550,473.6931624,303.6931624
2011/10/20,1065,2140,860,3055.934188,2760,8600,3858.734188,3978.734188,4178.734188,4460,4400,481.265812,221.265812
2011/10/21,1045,2140,860,3021.934188,2760,8600,3824.734188,3944.734188,4144.734188,4440,4320,495.265812,175.265812
2011/10/24,1025,2140,860,2987.934188,2760,8600,3790.734188,3910.734188,4110.734188,4440,4320,529.265812,209.265812
2011/10/25,995,2140,860,2936.934188,2760,8400,3737.734188,3857.734188,4057.734188,4440,4380,582.265812,322.265812
2011/10/26,965,2140,860,2885.934188,2760,8300,3685.734188,3805.734188,4005.734188,4440,4380,634.265812,374.265812
2011/10/27,935,2140,860,2834.934188,2760,8300,3634.734188,3754.734188,3954.734188,4440,4380,685.265812,425.265812
2011/10/28,925,2140,860,2817.934188,2760,8300,3617.734188,3737.734188,3937.734188,4420,4380,682.265812,442.265812
2011/10/31,905,2140,860,2783.934188,2760,8200,3582.734188,3702.734188,3902.734188,4420,4380,717.265812,477.265812
2011/11/1,905,2140,860,2783.934188,2760,8200,3582.734188,3702.734188,3902.734188,4420,4350,717.265812,447.265812
2011/11/2,905,2140,860,2783.934188,2760,8150,3582.234188,3702.234188,3902.234188,4410,4350,707.765812,447.765812
2011/11/3,905,2140,860,2783.934188,2760,8150,3582.234188,3702.234188,3902.234188,4400,4350,697.765812,447.765812
2011/11/4,895,2140,855,2766.506838,2760,8150,3564.806838,3684.806838,3884.806838,4400,4350,715.1931624,465.1931624
2011/11/7,905,2140,855,2783.506838,2760,8100,3581.306838,3701.306838,3901.306838,4400,4350,698.6931624,448.6931624
2011/11/8,925,2140,855,2817.506838,2760,8000,3614.306838,3734.306838,3934.306838,4400,4350,665.6931624,415.6931624
2011/11/9,955,2140,855,2868.506838,2760,7950,3664.806838,3784.806838,3984.806838,4400,4350,615.1931624,365.1931624
2011/11/10,965,2140,855,2885.506838,2760,7900,3681.306838,3801.306838,4001.306838,4400,4350,598.6931624,348.6931624
2011/11/11,975,2140,855,2902.506838,2760,7800,3697.306838,3817.306838,4017.306838,4380,4350,562.6931624,332.6931624
2011/11/14,975,2140,850,2902.079487,2760,7800,3696.879487,3816.879487,4016.879487,4380,4350,563.1205128,333.1205128
2011/11/15,985,2140,850,2919.079487,2760,7800,3713.879487,3833.879487,4033.879487,4390,4350,556.1205128,316.1205128
2011/11/16,1005,2140,850,2953.079487,2760,7800,3747.879487,3867.879487,4067.879487,4410,4350,542.1205128,282.1205128
2011/11/17,1005,2140,850,2953.079487,2760,7800,3747.879487,3867.879487,4067.879487,4410,4350,542.1205128,282.1205128
2011/11/18,1005,2140,850,2953.079487,2760,7800,3747.879487,3867.879487,4067.879487,4410,4350,542.1205128,282.1205128
2011/11/21,1005,2140,845,2952.652137,2760,7800,3747.452137,3867.452137,4067.452137,4410,4350,542.5478632,282.5478632
2011/11/22,995,2140,845,2935.652137,2760,7800,3730.452137,3850.452137,4050.452137,4410,4300,559.5478632,249.5478632
2011/11/23,985,2110,845,2905.831624,2760,7800,3700.631624,3820.631624,4020.631624,4410,4300,589.3683761,279.3683761
2011/11/24,975,2110,845,2888.831624,2760,7800,3683.631624,3803.631624,4003.631624,4410,4300,606.3683761,296.3683761
2011/11/25,965,2110,845,2871.831624,2760,7800,3666.631624,3786.631624,3986.631624,4410,4300,623.3683761,313.3683761
2011/11/28,955,2110,840,2854.404274,2760,7800,3649.204274,3769.204274,3969.204274,4410,4300,640.7957265,330.7957265
2011/11/29,945,2110,840,2837.404274,2760,7800,3632.204274,3752.204274,3952.204274,4410,4300,657.7957265,347.7957265
2011/11/30,935,2110,840,2820.404274,2760,7800,3615.204274,3735.204274,3935.204274,4410,4300,674.7957265,364.7957265
2011/12/1,935,2110,840,2820.404274,2760,7800,3615.204274,3735.204274,3935.204274,4410,4300,674.7957265,364.7957265
2011/12/2,945,2110,840,2837.404274,2760,7800,3632.204274,3752.204274,3952.204274,4410,4300,657.7957265,347.7957265
2011/12/5,955,2110,840,2854.404274,2760,7800,3649.204274,3769.204274,3969.204274,4410,4300,640.7957265,330.7957265
2011/12/6,955,2110,840,2854.404274,2760,7850,3649.704274,3769.704274,3969.704274,4410,4300,640.2957265,330.2957265
2011/12/7,955,2110,840,2854.404274,2760,7850,3649.704274,3769.704274,3969.704274,4410,4330,640.2957265,360.2957265
2011/12/8,955,2110,835,2853.976923,2760,7850,3649.276923,3769.276923,3969.276923,4400,4330,630.7230769,360.7230769
2011/12/9,955,2110,830,2853.549573,2760,7850,3648.849573,3768.849573,3968.849573,4400,4330,631.1504274,361.1504274
2011/12/12,955,2110,830,2853.549573,2760,7850,3648.849573,3768.849573,3968.849573,4400,4330,631.1504274,361.1504274
2011/12/13,945,2110,830,2836.549573,2760,7850,3631.849573,3751.849573,3951.849573,4400,4330,648.1504274,378.1504274
2011/12/14,935,2075,830,2804.592308,2760,7850,3599.892308,3719.892308,3919.892308,4400,4330,680.1076923,410.1076923
2011/12/15,935,2075,825,2804.164957,2760,7850,3599.464957,3719.464957,3919.464957,4400,4330,680.5350427,410.5350427
2011/12/16,935,2075,820,2803.737607,2760,7850,3599.037607,3719.037607,3919.037607,4400,4330,680.9623932,410.9623932
2011/12/19,925,2075,815,2786.310256,2760,7850,3581.610256,3701.610256,3901.610256,4400,4330,698.3897436,428.3897436
2011/12/20,925,2075,815,2786.310256,2760,7850,3581.610256,3701.610256,3901.610256,4400,4330,698.3897436,428.3897436
2011/12/21,925,2075,815,2786.310256,2760,7850,3581.610256,3701.610256,3901.610256,4390,4330,688.3897436,428.3897436
2011/12/22,935,2075,815,2803.310256,2760,7850,3598.610256,3718.610256,3918.610256,4380,4330,661.3897436,411.3897436
2011/12/23,935,2075,815,2803.310256,2760,7850,3598.610256,3718.610256,3918.610256,4380,4330,661.3897436,411.3897436
2011/12/26,935,2075,805,2802.455556,2760,7850,3597.755556,3717.755556,3917.755556,4380,4330,662.2444444,412.2444444
2011/12/27,945,2075,805,2819.455556,2760,7850,3614.755556,3734.755556,3934.755556,4370,4330,635.2444444,395.2444444
2011/12/28,945,2075,805,2819.455556,2760,7850,3614.755556,3734.755556,3934.755556,4360,4320,625.2444444,385.2444444
2011/12/29,955,2085,805,2840.72906,2760,7850,3636.02906,3756.02906,3956.02906,4350,4320,593.9709402,363.9709402
2011/12/30,955,2085,805,2840.72906,2760,7850,3636.02906,3756.02906,3956.02906,4340,4320,583.9709402,363.9709402
2012/1/2,955,2085,800,2840.301709,2760,7850,3635.601709,3755.601709,3955.601709,4340,4320,584.3982906,364.3982906
2012/1/3,955,2085,800,2840.301709,2760,7850,3635.601709,3755.601709,3955.601709,4340,4320,584.3982906,364.3982906
2012/1/4,955,2085,800,2840.301709,2760,7850,3635.601709,3755.601709,3955.601709,4330,4320,574.3982906,364.3982906
2012/1/5,965,2085,800,2857.301709,2760,7850,3652.601709,3772.601709,3972.601709,4320,4320,547.3982906,347.3982906
2012/1/6,965,2085,795,2856.874359,2760,7850,3652.174359,3772.174359,3972.174359,4320,4320,547.825641,347.825641
2012/1/9,975,2085,790,2873.447009,2760,7850,3668.747009,3788.747009,3988.747009,4320,4320,531.2529915,331.2529915
2012/1/10,985,2085,790,2890.447009,2760,7850,3685.747009,3805.747009,4005.747009,4300,4320,494.2529915,314.2529915
2012/1/11,985,2085,790,2890.447009,2760,7850,3685.747009,3805.747009,4005.747009,4300,4320,494.2529915,314.2529915
2012/1/12,985,2085,790,2890.447009,2760,7850,3685.747009,3805.747009,4005.747009,4290,4320,484.2529915,314.2529915
2012/1/13,985,2085,790,2890.447009,2760,7850,3685.747009,3805.747009,4005.747009,4270,4320,464.2529915,314.2529915
2012/1/16,985,2085,790,2890.447009,2760,7850,3685.747009,3805.747009,4005.747009,4270,4320,464.2529915,314.2529915
2012/1/17,985,2085,790,2890.447009,2760,7850,3685.747009,3805.747009,4005.747009,4270,4320,464.2529915,314.2529915
2012/1/18,985,2085,790,2890.447009,2760,7850,3685.747009,3805.747009,4005.747009,4270,4320,464.2529915,314.2529915
2012/1/19,985,2085,785,2890.019658,2760,7850,3685.319658,3805.319658,4005.319658,4270,4320,464.6803419,314.6803419
2012/1/20,985,2085,780,2889.592308,2760,7850,3684.892308,3804.892308,4004.892308,4270,4320,465.1076923,315.1076923
2012/1/23,985,2085,780,2889.592308,2760,7850,3684.892308,3804.892308,4004.892308,4270,4320,465.1076923,315.1076923
2012/1/24,985,2085,780,2889.592308,2760,7850,3684.892308,3804.892308,4004.892308,4270,4320,465.1076923,315.1076923
2012/1/25,985,2085,780,2889.592308,2760,7850,3684.892308,3804.892308,4004.892308,4270,4320,465.1076923,315.1076923
2012/1/26,985,2085,780,2889.592308,2760,7850,3684.892308,3804.892308,4004.892308,4270,4320,465.1076923,315.1076923
2012/1/27,985,2085,780,2889.592308,2760,7850,3684.892308,3804.892308,4004.892308,4270,4320,465.1076923,315.1076923
2012/1/30,985,2085,775,2889.164957,2760,7850,3684.464957,3804.464957,4004.464957,4270,4350,465.5350427,345.5350427
2012/1/31,995,2085,775,2906.164957,2760,7850,3701.464957,3821.464957,4021.464957,4270,4350,448.5350427,328.5350427
2012/2/1,995,2095,775,2910.438462,2760,7800,3705.238462,3825.238462,4025.238462,4270,4350,444.7615385,324.7615385
2012/2/2,995,2095,775,2910.438462,2760,7750,3704.738462,3824.738462,4024.738462,4290,4350,465.2615385,325.2615385
2012/2/3,1005,2095,775,2927.438462,2760,7700,3721.238462,3841.238462,4041.238462,4290,4350,448.7615385,308.7615385
2012/2/6,1005,2095,775,2927.438462,2760,7700,3721.238462,3841.238462,4041.238462,4290,4350,448.7615385,308.7615385
2012/2/7,1005,2095,775,2927.438462,2760,7700,3721.238462,3841.238462,4041.238462,4290,4350,448.7615385,308.7615385
2012/2/8,1005,2095,775,2927.438462,2760,7700,3721.238462,3841.238462,4041.238462,4280,4350,438.7615385,308.7615385
2012/2/9,1005,2095,775,2927.438462,2760,7700,3721.238462,3841.238462,4041.238462,4260,4350,418.7615385,308.7615385
2012/2/10,1005,2095,775,2927.438462,2760,7650,3720.738462,3840.738462,4040.738462,4240,4350,399.2615385,309.2615385
2012/2/13,1005,2095,770,2927.011111,2760,7600,3719.811111,3839.811111,4039.811111,4210,4300,370.1888889,260.1888889
2012/2/14,995,2095,770,2910.011111,2760,7600,3702.811111,3822.811111,4022.811111,4200,4300,377.1888889,277.1888889
2012/2/15,985,2095,770,2893.011111,2760,7600,3685.811111,3805.811111,4005.811111,4180,4300,374.1888889,294.1888889
2012/2/16,985,2095,770,2893.011111,2760,7600,3685.811111,3805.811111,4005.811111,4160,4300,354.1888889,294.1888889
2012/2/17,975,2095,770,2876.011111,2760,7600,3668.811111,3788.811111,3988.811111,4140,4300,351.1888889,311.1888889
2012/2/20,975,2095,770,2876.011111,2760,7600,3668.811111,3788.811111,3988.811111,4120,4300,331.1888889,311.1888889
2012/2/21,975,2095,770,2876.011111,2760,7600,3668.811111,3788.811111,3988.811111,4120,4300,331.1888889,311.1888889
2012/2/22,975,2080,770,2869.600855,2760,7600,3662.400855,3782.400855,3982.400855,4120,4300,337.5991453,317.5991453
2012/2/23,975,2080,770,2869.600855,2760,7600,3662.400855,3782.400855,3982.400855,4130,4300,347.5991453,317.5991453
2012/2/24,975,2080,770,2869.600855,2760,7600,3662.400855,3782.400855,3982.400855,4130,4300,347.5991453,317.5991453
2012/2/27,985,2080,775,2887.028205,2760,7550,3679.328205,3799.328205,3999.328205,4130,4300,330.6717949,300.6717949
2012/2/28,995,2080,775,2904.028205,2760,7550,3696.328205,3816.328205,4016.328205,4130,4300,313.6717949,283.6717949
2012/2/29,995,2080,775,2904.028205,2760,7550,3696.328205,3816.328205,4016.328205,4130,4300,313.6717949,283.6717949
2012/3/1,995,2080,775,2904.028205,2760,7500,3695.828205,3815.828205,4015.828205,4160,4300,344.1717949,284.1717949
2012/3/2,995,2080,775,2904.028205,2760,7500,3695.828205,3815.828205,4015.828205,4180,4300,364.1717949,284.1717949
2012/3/5,995,2080,775,2904.028205,2760,7500,3695.828205,3815.828205,4015.828205,4190,4300,374.1717949,284.1717949
2012/3/6,995,2080,775,2904.028205,2760,7500,3695.828205,3815.828205,4015.828205,4190,4300,374.1717949,284.1717949
2012/3/7,995,2080,775,2904.028205,2760,7500,3695.828205,3815.828205,4015.828205,4190,4300,374.1717949,284.1717949
2012/3/8,995,2080,775,2904.028205,2760,7500,3695.828205,3815.828205,4015.828205,4190,4300,374.1717949,284.1717949
2012/3/9,985,2050,775,2874.207692,2760,7500,3666.007692,3786.007692,3986.007692,4190,4300,403.9923077,313.9923077
2012/3/12,985,2050,775,2874.207692,2760,7500,3666.007692,3786.007692,3986.007692,4200,4300,413.9923077,313.9923077
2012/3/13,985,2050,775,2874.207692,2760,7500,3666.007692,3786.007692,3986.007692,4210,4330,423.9923077,343.9923077
2012/3/14,995,2050,775,2891.207692,2760,7500,3683.007692,3803.007692,4003.007692,4210,4350,406.9923077,346.9923077
2012/3/15,1005,2050,775,2908.207692,2760,7500,3700.007692,3820.007692,4020.007692,4210,4350,389.9923077,329.9923077
2012/3/16,1005,2050,775,2908.207692,2760,7450,3699.507692,3819.507692,4019.507692,4200,4350,380.4923077,330.4923077
2012/3/19,1005,2050,775,2908.207692,2760,7450,3699.507692,3819.507692,4019.507692,4200,4350,380.4923077,330.4923077
2012/3/20,1005,2050,775,2908.207692,2760,7450,3699.507692,3819.507692,4019.507692,4190,4350,370.4923077,330.4923077
2012/3/21,1005,2050,775,2908.207692,2760,7450,3699.507692,3819.507692,4019.507692,4190,4330,370.4923077,310.4923077
2012/3/22,1005,2050,775,2908.207692,2760,7450,3699.507692,3819.507692,4019.507692,4220,4330,400.4923077,310.4923077
2012/3/23,1015,2050,775,2925.207692,2760,7450,3716.507692,3836.507692,4036.507692,4220,4330,383.4923077,293.4923077
2012/3/26,1015,2050,775,2925.207692,2760,7450,3716.507692,3836.507692,4036.507692,4220,4330,383.4923077,293.4923077
2012/3/27,1015,2050,775,2925.207692,2760,7450,3716.507692,3836.507692,4036.507692,4230,4330,393.4923077,293.4923077
2012/3/28,1015,2050,775,2925.207692,2760,7450,3716.507692,3836.507692,4036.507692,4240,4330,403.4923077,293.4923077
2012/3/29,1015,2050,775,2925.207692,2760,7450,3716.507692,3836.507692,4036.507692,4240,4330,403.4923077,293.4923077
2012/3/30,1025,2050,780,2942.635043,2760,7450,3733.935043,3853.935043,4053.935043,4230,4330,376.0649573,276.0649573
2012/4/2,1025,2050,780,2942.635043,2760,7450,3733.935043,3853.935043,4053.935043,4230,4330,376.0649573,276.0649573
2012/4/3,1025,2050,780,2942.635043,2760,7450,3733.935043,3853.935043,4053.935043,4230,4330,376.0649573,276.0649573
2012/4/4,1025,2050,780,2942.635043,2760,7450,3733.935043,3853.935043,4053.935043,4230,4330,376.0649573,276.0649573
2012/4/5,1025,2050,780,2942.635043,2760,7450,3733.935043,3853.935043,4053.935043,4240,4330,386.0649573,276.0649573
2012/4/6,1025,2050,785,2943.062393,2760,7450,3734.362393,3854.362393,4054.362393,4250,4330,395.6376068,275.6376068
2012/4/9,1025,2050,785,2943.062393,2760,7450,3734.362393,3854.362393,4054.362393,4260,4330,405.6376068,275.6376068
2012/4/10,1025,2050,785,2943.062393,2760,7450,3734.362393,3854.362393,4054.362393,4260,4370,405.6376068,315.6376068
2012/4/11,1025,2050,785,2943.062393,2760,7450,3734.362393,3854.362393,4054.362393,4260,4370,405.6376068,315.6376068
2012/4/12,1025,2050,785,2943.062393,2760,7450,3734.362393,3854.362393,4054.362393,4280,4370,425.6376068,315.6376068
2012/4/13,1025,2050,790,2943.489744,2760,7450,3734.789744,3854.789744,4054.789744,4280,4400,425.2102564,345.2102564
2012/4/16,1025,2050,790,2943.489744,2760,7500,3735.289744,3855.289744,4055.289744,4280,4400,424.7102564,344.7102564
2012/4/17,1025,2050,790,2943.489744,2760,7500,3735.289744,3855.289744,4055.289744,4280,4400,424.7102564,344.7102564
2012/4/18,1025,2050,790,2943.489744,2760,7500,3735.289744,3855.289744,4055.289744,4280,4400,424.7102564,344.7102564
2012/4/19,1025,2050,790,2943.489744,2760,7500,3735.289744,3855.289744,4055.289744,4280,4400,424.7102564,344.7102564
2012/4/20,1025,2050,790,2943.489744,2760,7500,3735.289744,3855.289744,4055.289744,4280,4430,424.7102564,374.7102564
2012/4/23,1015,2050,790,2926.489744,2760,7500,3718.289744,3838.289744,4038.289744,4280,4430,441.7102564,391.7102564
2012/4/24,1015,2030,785,2917.515385,2760,7500,3709.315385,3829.315385,4029.315385,4280,4430,450.6846154,400.6846154
2012/4/25,1005,2030,785,2900.515385,2760,7500,3692.315385,3812.315385,4012.315385,4270,4430,457.6846154,417.6846154
2012/4/26,1005,2030,785,2900.515385,2760,7500,3692.315385,3812.315385,4012.315385,4270,4430,457.6846154,417.6846154
2012/4/27,1005,2030,785,2900.515385,2760,7600,3693.315385,3813.315385,4013.315385,4270,4430,456.6846154,416.6846154
2012/4/30,1005,2030,785,2900.515385,2760,7600,3693.315385,3813.315385,4013.315385,4270,4430,456.6846154,416.6846154
2012/5/1,1005,2030,785,2900.515385,2760,7600,3693.315385,3813.315385,4013.315385,4270,4430,456.6846154,416.6846154
2012/5/2,1005,2030,785,2900.515385,2760,7600,3693.315385,3813.315385,4013.315385,4270,4430,456.6846154,416.6846154
2012/5/3,1005,2030,785,2900.515385,2760,7600,3693.315385,3813.315385,4013.315385,4250,4430,436.6846154,416.6846154
2012/5/4,1005,2030,785,2900.515385,2760,7600,3693.315385,3813.315385,4013.315385,4250,4430,436.6846154,416.6846154
2012/5/7,1005,2030,785,2900.515385,2760,7600,3693.315385,3813.315385,4013.315385,4240,4400,426.6846154,386.6846154
2012/5/8,1000,2030,785,2892.015385,2760,7600,3684.815385,3804.815385,4004.815385,4240,4400,435.1846154,395.1846154
2012/5/9,1000,2030,785,2892.015385,2760,7600,3684.815385,3804.815385,4004.815385,4230,4380,425.1846154,375.1846154
2012/5/10,1000,2030,785,2892.015385,2760,7600,3684.815385,3804.815385,4004.815385,4190,4380,385.1846154,375.1846154
2012/5/11,995,2030,785,2883.515385,2760,7600,3676.315385,3796.315385,3996.315385,4190,4380,393.6846154,383.6846154
2012/5/14,995,2030,780,2883.088034,2760,7600,3675.888034,3795.888034,3995.888034,4190,4380,394.1119658,384.1119658
2012/5/15,985,2030,780,2866.088034,2760,7600,3658.888034,3778.888034,3978.888034,4170,4380,391.1119658,401.1119658
2012/5/16,980,2030,780,2857.588034,2760,7600,3650.388034,3770.388034,3970.388034,4150,4380,379.6119658,409.6119658
2012/5/17,980,2030,780,2857.588034,2760,7600,3650.388034,3770.388034,3970.388034,4130,4380,359.6119658,409.6119658
2012/5/18,975,2030,775,2848.660684,2760,7600,3641.460684,3761.460684,3961.460684,4120,4360,358.5393162,398.5393162
2012/5/21,975,2015,775,2842.250427,2760,7600,3635.050427,3755.050427,3955.050427,4120,4360,364.9495726,404.9495726
2012/5/22,955,2015,770,2807.823077,2760,7600,3600.623077,3720.623077,3920.623077,4120,4360,399.3769231,439.3769231
2012/5/23,945,2015,770,2790.823077,2760,7600,3583.623077,3703.623077,3903.623077,4120,4320,416.3769231,416.3769231
2012/5/24,945,2015,770,2790.823077,2760,7600,3583.623077,3703.623077,3903.623077,4090,4320,386.3769231,416.3769231
2012/5/25,945,2015,770,2790.823077,2760,7550,3583.123077,3703.123077,3903.123077,4070,4320,366.8769231,416.8769231
2012/5/28,945,2015,765,2790.395726,2760,0,3507.195726,3627.195726,3827.195726,4070,4320,442.8042735,492.8042735
2012/5/29,945,2015,765,2790.395726,2760,0,3507.195726,3627.195726,3827.195726,4070,4320,442.8042735,492.8042735
2012/5/30,950,2000,765,2792.48547,2760,0,3509.28547,3629.28547,3829.28547,4070,4320,440.7145299,490.7145299
2012/5/31,955,2000,765,2800.98547,2760,0,3517.78547,3637.78547,3837.78547,4070,4320,432.2145299,482.2145299
2012/6/1,960,2000,760,2809.05812,2760,7500,3600.85812,3720.85812,3920.85812,4070,4320,349.1418803,399.1418803
2012/6/4,960,2000,760,2809.05812,2760,0,3525.85812,3645.85812,3845.85812,4070,4320,424.1418803,474.1418803
2012/6/5,955,2000,760,2800.55812,2760,0,3517.35812,3637.35812,3837.35812,4070,4320,432.6418803,482.6418803
2012/6/6,955,2000,760,2800.55812,2760,0,3517.35812,3637.35812,3837.35812,4070,4320,432.6418803,482.6418803
2012/6/7,955,2000,755,2800.130769,2740,0,3513.330769,3633.330769,3833.330769,4070,4320,436.6692308,486.6692308
2012/6/8,955,1980,755,2791.583761,2740,7450,3579.283761,3699.283761,3899.283761,4050,4320,350.7162393,420.7162393
2012/6/11,955,1980,750,2791.15641,2740,7450,3578.85641,3698.85641,3898.85641,4070,4320,371.1435897,421.1435897
2012/6/12,955,1980,745,2790.72906,2740,0,3503.92906,3623.92906,3823.92906,4070,4320,446.0709402,496.0709402
2012/6/13,955,1980,745,2790.72906,2710,0,3498.52906,3618.52906,3818.52906,4070,4320,451.4709402,501.4709402
2012/6/14,955,1980,735,2789.874359,2710,0,3497.674359,3617.674359,3817.674359,4070,4320,452.325641,502.325641
2012/6/15,965,1980,725,2806.019658,2710,7450,3588.319658,3708.319658,3908.319658,4070,4320,361.6803419,411.6803419
2012/6/18,965,1980,725,2806.019658,2710,0,3513.819658,3633.819658,3833.819658,4070,4320,436.1803419,486.1803419
2012/6/19,975,1980,720,2822.592308,2710,0,3530.392308,3650.392308,3850.392308,4070,4320,419.6076923,469.6076923
2012/6/20,985,1980,710,2838.737607,2710,7400,3620.537607,3740.537607,3940.537607,4070,4280,329.4623932,339.4623932
2012/6/21,985,1980,710,2838.737607,2710,7400,3620.537607,3740.537607,3940.537607,4070,4280,329.4623932,339.4623932
2012/6/25,985,1980,685,2836.600855,2710,0,3544.400855,3664.400855,3864.400855,4070,4280,405.5991453,415.5991453
2012/6/26,985,1980,680,2836.173504,2710,0,3543.973504,3663.973504,3863.973504,4070,4260,406.0264957,396.0264957
2012/6/27,975,1980,680,2819.173504,2710,7350,3600.473504,3720.473504,3920.473504,4060,4260,339.5264957,339.5264957
2012/6/28,965,1950,680,2789.352991,2710,0,3497.152991,3617.152991,3817.152991,4040,4260,422.8470085,442.8470085
2012/6/29,965,1950,670,2788.498291,2710,7350,3569.798291,3689.798291,3889.798291,4040,4240,350.2017094,350.2017094
2012/7/2,965,1950,665,2788.07094,2710,7350,3569.37094,3689.37094,3889.37094,4040,4240,350.6290598,350.6290598
2012/7/3,960,1950,650,2778.288889,2710,0,3486.088889,3606.088889,3806.088889,4030,4240,423.9111111,433.9111111
2012/7/4,960,1950,650,2778.288889,2710,0,3486.088889,3606.088889,3806.088889,4030,4200,423.9111111,393.9111111
2012/7/5,960,1950,630,2776.579487,2710,0,3484.379487,3604.379487,3804.379487,4020,4200,415.6205128,395.6205128
2012/7/6,955,1950,620,2767.224786,2700,7350,3546.724786,3666.724786,3866.724786,4010,4200,343.2752137,333.2752137
2012/7/9,955,1950,610,2766.370085,2700,0,3472.370085,3592.370085,3792.370085,4010,4200,417.6299145,407.6299145
2012/7/10,950,1950,610,2757.870085,2700,0,3463.870085,3583.870085,3783.870085,3980,4170,396.1299145,386.1299145
2012/7/11,950,1950,615,2758.297436,2700,7350,3537.797436,3657.797436,3857.797436,3960,4140,302.2025641,282.2025641
2012/7/12,950,1925,620,2748.041026,2700,0,3454.041026,3574.041026,3774.041026,3940,4140,365.9589744,365.9589744
2012/7/13,950,1925,620,2748.041026,2700,7300,3527.041026,3647.041026,3847.041026,3930,4140,282.9589744,292.9589744
2012/7/16,945,1925,620,2739.541026,2700,0,3445.541026,3565.541026,3765.541026,3920,4140,354.4589744,374.4589744
2012/7/17,940,1925,620,2731.041026,2700,0,3437.041026,3557.041026,3757.041026,3900,4080,342.9589744,322.9589744
2012/7/18,930,1890,620,2699.083761,2680,0,3401.483761,3521.483761,3721.483761,3860,4080,338.5162393,358.5162393
2012/7/19,920,1890,620,2682.083761,2660,0,3380.883761,3500.883761,3700.883761,3830,4000,329.1162393,299.1162393
2012/7/20,910,1890,620,2665.083761,2640,7300,3433.283761,3553.283761,3753.283761,3780,3960,226.7162393,206.7162393
2012/7/23,890,1890,615,2630.65641,2440,0,3289.85641,3409.85641,3609.85641,3740,3870,330.1435897,260.1435897
2012/7/24,870,1890,615,2596.65641,2400,7300,3321.65641,3441.65641,3641.65641,3700,3870,258.3435897,228.3435897
2012/7/25,860,1840,615,2558.288889,2400,7300,3283.288889,3403.288889,3603.288889,3690,3870,286.7111111,266.7111111
2012/7/26,840,1815,615,2513.605128,2400,0,3165.605128,3285.605128,3485.605128,3680,3870,394.3948718,384.3948718
2012/7/27,830,1815,615,2496.605128,2400,7300,3221.605128,3341.605128,3541.605128,3670,3870,328.3948718,328.3948718
2012/7/30,830,1815,625,2497.459829,2400,0,3149.459829,3269.459829,3469.459829,3690,3870,420.5401709,400.5401709
2012/7/31,840,1815,625,2514.459829,2400,0,3166.459829,3286.459829,3486.459829,3720,3870,433.5401709,383.5401709
2012/8/1,850,1815,630,2531.887179,2400,0,3183.887179,3303.887179,3503.887179,3720,3820,416.1128205,316.1128205
2012/8/2,850,1815,630,2531.887179,2400,0,3183.887179,3303.887179,3503.887179,3700,3780,396.1128205,276.1128205
2012/8/3,840,1815,630,2514.887179,2400,0,3166.887179,3286.887179,3486.887179,3650,3780,363.1128205,293.1128205
2012/8/6,840,1715,630,2472.152137,2400,7300,3197.152137,3317.152137,3517.152137,3650,3780,332.8478632,262.8478632
2012/8/7,840,1715,630,2472.152137,2400,0,3124.152137,3244.152137,3444.152137,3640,3750,395.8478632,305.8478632
2012/8/8,835,1715,630,2463.652137,2400,0,3115.652137,3235.652137,3435.652137,3640,3750,404.3478632,314.3478632
2012/8/9,835,1715,630,2463.652137,2400,0,3115.652137,3235.652137,3435.652137,3640,3750,404.3478632,314.3478632
2012/8/10,825,1715,630,2446.652137,2400,0,3098.652137,3218.652137,3418.652137,3640,3750,421.3478632,331.3478632
2012/8/13,820,1715,630,2438.152137,2400,0,3090.152137,3210.152137,3410.152137,3660,3750,449.8478632,339.8478632
2012/8/14,820,1715,630,2438.152137,2400,7300,3163.152137,3283.152137,3483.152137,3660,3700,376.8478632,216.8478632
2012/8/15,810,1715,630,2421.152137,2400,0,3073.152137,3193.152137,3393.152137,3660,3700,466.8478632,306.8478632
2012/8/16,800,1715,630,2404.152137,2400,0,3056.152137,3176.152137,3376.152137,3660,3700,483.8478632,323.8478632
2012/8/17,795,1715,630,2395.652137,2400,7000,3117.652137,3237.652137,3437.652137,3650,3700,412.3478632,262.3478632
